052	阿罗拉喵喵	40	35	35	50	40	90	290
053	猫老大	65	70	60	65	65	115	440
053	阿罗拉猫老大	65	60	60	75	65	115	440
054	可达鸭	50	52	48	65	50	55	320
055	哥达鸭	80	82	78	95	80	85	500
056	猴怪	40	80	35	35	45	70	305
057	火爆猴	65	105	60	60	70	95	455
058	卡蒂狗	55	70	45	70	50	60	350
059	风速狗	90	110	80	100	80	95	555
060	蚊香蝌蚪	40	50	40	40	40	90	300
061	蚊香君	65	65	65	50	50	90	385
062	蚊香泳士	90	95	95	70	90	70	510
063	凯西	25	20	15	105	55	90	310
064	勇基拉	40	35	30	120	70	105	400
065	胡地	55	50	45	135	95	120	500
065	超级胡地	55	50	65	175	105	150	600
066	腕力	70	80	50	35	35	35	305
067	豪力	80	100	70	50	60	45	405
068	怪力	90	130	80	65	85	55	505
069	喇叭芽	50	75	35	70	30	40	300
070	口呆花	65	90	50	85	45	55	390
071	大食花	80	105	65	100	70	70	490
072	玛瑙水母	40	40	35	50	100	70	335
073	毒刺水母	80	70	65	80	120	100	515
074	小拳石	40	80	100	30	30	20	300
074	阿罗拉小拳石	40	80	100	30	30	20	300
075	隆隆石	55	95	115	45	45	35	390
075	阿罗拉隆隆石	55	95	115	45	45	35	390
076	隆隆岩	80	120	130	55	65	45	495
076	阿罗拉隆隆岩	80	120	130	55	65	45	495
077	小火马	50	85	55	65	65	90	410
078	烈焰马	65	100	70	80	80	105	500
079	呆呆兽	90	65	65	40	40	15	315
080	呆壳兽	95	75	110	100	80	30	490
080	超级呆壳兽	95	75	180	130	80	30	590
081	小磁怪	25	35	70	95	55	45	325
082	三合一磁怪	50	60	95	120	70	70	465
083	大葱鸭	52	90	55	58	62	60	377
084	嘟嘟	35	85	45	35	35	75	310
085	嘟嘟利	60	110	70	60	60	110	470
086	小海狮	65	45	55	45	70	45	325
087	白海狮	90	70	80	70	95	70	475
088	臭泥	80	80	50	40	50	25	325
088	阿罗拉臭泥	80	80	50	40	50	25	325
089	臭臭泥	105	105	75	65	100	50	500
089	阿罗拉臭臭泥	105	105	75	65	100	50	500
090	大舌贝	30	65	100	45	25	40	305
091	刺甲贝	50	95	180	85	45	70	525
092	鬼斯	30	35	30	100	35	80	310
093	鬼斯通	45	50	45	115	55	95	405
094	耿鬼	60	65	60	130	75	110	500
094	超级耿鬼	60	65	80	170	95	130	600
095	大岩蛇	35	45	160	30	45	70	385
096	催眠貘	60	48	45	43	90	42	328
097	引梦貘人	85	73	70	73	115	67	483
098	大钳蟹	30	105	90	25	25	50	325
099	巨钳蟹	55	130	115	50	50	75	475
100	霹雳电球	40	30	50	55	55	100	330
101	顽皮雷弹	60	50	70	80	80	150	490
102	蛋蛋	60	40	80	60	45	40	325
103	椰蛋树	95	95	85	125	75	55	530
103	阿罗拉椰蛋树	95	105	85	125	75	45	530
104	卡拉卡拉	50	50	95	40	50	35	320
105	嘎啦嘎啦	60	80	110	50	80	45	425
105	阿罗拉嘎啦嘎啦	60	80	110	50	80	45	425
106	飞腿郎	50	120	53	35	110	87	455
107	快拳郎	50	105	79	35	110	76	455
108	大舌头	90	55	75	60	75	30	385
109	瓦斯弹	40	65	95	60	45	35	340
110	双弹瓦斯	65	90	120	85	70	60	490
111	独角犀牛	80	85	95	30	30	25	345
112	钻角犀兽	105	130	120	45	45	40	485
113	吉利蛋	250	5	5	35	105	50	450
114	蔓藤怪	65	55	115	100	40	60	435
115	袋兽	105	95	80	40	80	90	490
115	超级袋兽	105	125	100	60	100	100	590
116	墨海马	30	40	70	70	25	60	295
117	海刺龙	55	65	95	95	45	85	440
118	角金鱼	45	67	60	35	50	63	320
119	金鱼王	80	92	65	65	80	68	450
120	海星星	30	45	55	70	55	85	340
121	宝石海星	60	75	85	100	85	115	520
122	魔墙人偶	40	45	65	100	120	90	460
123	飞天螳螂	70	110	80	55	80	105	500
124	迷唇姐	65	50	35	115	95	95	455
125	电击兽	65	83	57	95	85	105	490
126	鸭嘴火兽	65	95	57	100	85	93	495
127	凯罗斯	65	125	100	55	70	85	500
127	超级凯罗斯	65	155	120	65	90	105	600
128	肯泰罗	75	100	95	40	70	110	490
129	鲤鱼王	20	10	55	15	20	80	200
130	暴鲤龙	95	125	79	60	100	81	540
130	超级暴鲤龙	95	155	109	70	130	81	640
131	拉普拉斯	130	85	80	85	95	60	535
132	百变怪	48	48	48	48	48	48	288
133	伊布	55	55	50	45	65	55	325
133	搭档伊布	65	75	70	65	85	75	435
134	水伊布	130	65	60	110	95	65	525
135	雷伊布	65	65	60	110	95	130	525
136	火伊布	65	130	60	95	110	65	525
137	多边兽	65	60	70	85	75	40	395
138	菊石兽	35	40	100	90	55	35	355
139	多刺菊石兽	70	60	125	115	70	55	495
140	化石盔	30	80	90	55	45	55	355
141	镰刀盔	60	115	105	65	70	80	495
142	化石翼龙	80	105	65	60	75	130	515
142	超级化石翼龙	80	135	85	70	95	150	615
143	卡比兽	160	110	65	65	110	30	540
144	急冻鸟	90	85	100	95	125	85	580
145	闪电鸟	90	90	85	125	90	100	580
146	火焰鸟	90	100	90	125	85	90	580
147	迷你龙	41	64	45	50	50	50	300
148	哈克龙	61	84	65	70	70	70	420
149	快龙	91	134	95	100	100	80	600
150	超梦	106	110	90	154	90	130	680
150	超级超梦Ｘ	106	190	100	154	100	130	780
150	超级超梦Ｙ	106	150	70	194	120	140	780
151	梦幻	100	100	100	100	100	100	600
152	菊草叶	45	49	65	49	65	45	318
153	月桂叶	60	62	80	63	80	60	405
154	大竺葵	80	82	100	83	100	80	525
155	火球鼠	39	52	43	60	50	65	309
156	火岩鼠	58	64	58	80	65	80	405
157	火暴兽	78	84	78	109	85	100	534
158	小锯鳄	50	65	64	44	48	43	314
159	蓝鳄	65	80	80	59	63	58	405
160	大力鳄	85	105	100	79	83	78	530
161	尾立	35	46	34	35	45	20	215
162	大尾立	85	76	64	45	55	90	415
163	咕咕	60	30	30	36	56	50	262
164	猫头夜鹰	100	50	50	86	96	70	452
165	芭瓢虫	40	20	30	40	80	55	265
166	安瓢虫	55	35	50	55	110	85	390
167	圆丝蛛	40	60	40	40	40	30	250
168	阿利多斯	70	90	70	60	70	40	400
169	叉字蝠	85	90	80	70	80	130	535
170	灯笼鱼	75	38	38	56	56	67	330
171	电灯怪	125	58	58	76	76	67	460
172	皮丘	20	40	15	35	35	60	205
173	皮宝宝	50	25	28	45	55	15	218
174	宝宝丁	90	30	15	40	20	15	210
175	波克比	35	20	65	40	65	20	245
176	波克基古	55	40	85	80	105	40	405
177	天然雀	40	50	45	70	45	70	320
178	天然鸟	65	75	70	95	70	95	470
179	咩利羊	55	40	40	65	45	35	280
180	茸茸羊	70	55	55	80	60	45	365
181	电龙	90	75	85	115	90	55	510
181	超级电龙	90	95	105	165	110	45	610
182	美丽花	75	80	95	90	100	50	490
183	玛力露	70	20	50	20	50	40	250
184	玛力露丽	100	50	80	60	80	50	420
185	树才怪	70	100	115	30	65	30	410
186	蚊香蛙皇	90	75	75	90	100	70	500
187	毽子草	35	35	40	35	55	50	250
188	毽子花	55	45	50	45	65	80	340
189	毽子棉	75	55	70	55	95	110	460
190	长尾怪手	55	70	55	40	55	85	360
191	向日种子	30	30	30	30	30	30	180
192	向日花怪	75	75	55	105	85	30	425
193	蜻蜻蜓	65	65	45	75	45	95	390
194	乌波	55	45	45	25	25	15	210
195	沼王	95	85	85	65	65	35	430
196	太阳伊布	65	65	60	130	95	110	525
197	月亮伊布	95	65	110	60	130	65	525
198	黑暗鸦	60	85	42	85	42	91	405
199	呆呆王	95	75	80	100	110	30	490
200	梦妖	60	60	60	85	85	85	435
201	未知图腾	48	72	48	72	48	48	336
202	果然翁	190	33	58	33	58	33	405
203	麒麟奇	70	80	65	90	65	85	455
204	榛果球	50	65	90	35	35	15	290
205	佛烈托斯	75	90	140	60	60	40	465
206	土龙弟弟	100	70	70	65	65	45	415
207	天蝎	65	75	105	35	65	85	430
208	大钢蛇	75	85	200	55	65	30	510
208	超级大钢蛇	75	125	230	55	95	30	610
209	布鲁	60	80	50	40	40	30	300
210	布鲁皇	90	120	75	60	60	45	450
211	千针鱼	65	95	85	55	55	85	440
212	巨钳螳螂	70	130	100	55	80	65	500
212	超级巨钳螳螂	70	150	140	65	100	75	600
213	壶壶	20	10	230	10	230	5	505
214	赫拉克罗斯	80	125	75	40	95	85	500
214	超级赫拉克罗斯	80	185	115	40	105	75	600
215	狃拉	55	95	55	35	75	115	430
216	熊宝宝	60	80	50	50	50	40	330
217	圈圈熊	90	130	75	75	75	55	500
218	熔岩虫	40	40	40	70	40	20	250
219	熔岩蜗牛	60	50	120	90	80	30	430
220	小山猪	50	50	40	30	30	50	250
221	长毛猪	100	100	80	60	60	50	450
222	太阳珊瑚	65	55	95	65	95	35	410
223	铁炮鱼	35	65	35	65	35	65	300
224	章鱼桶	75	105	75	105	75	45	480
225	信使鸟	45	55	45	65	45	75	330
226	巨翅飞鱼	85	40	70	80	140	70	485
227	盔甲鸟	65	80	140	40	70	70	465
228	戴鲁比	45	60	30	80	50	65	330
229	黑鲁加	75	90	50	110	80	95	500
229	超级黑鲁加	75	90	90	140	90	115	600
230	刺龙王	75	95	95	95	95	85	540
231	小小象	90	60	60	40	40	40	330
232	顿甲	90	120	120	60	60	50	500
233	多边兽Ⅱ	85	80	90	105	95	60	515
234	惊角鹿	73	95	62	85	65	85	465
235	图图犬	55	20	35	20	45	75	250
236	无畏小子	35	35	35	35	35	35	210
237	战舞郎	50	95	95	35	110	70	455
238	迷唇娃	45	30	15	85	65	65	305
239	电击怪	45	63	37	65	55	95	360
240	鸭嘴宝宝	45	75	37	70	55	83	365
241	大奶罐	95	80	105	40	70	100	490
242	幸福蛋	255	10	10	75	135	55	540
243	雷公	90	85	75	115	100	115	580
244	炎帝	115	115	85	90	75	100	580
245	水君	100	75	115	90	115	85	580
246	幼基拉斯	50	64	50	45	50	41	300
247	沙基拉斯	70	84	70	65	70	51	410
248	班基拉斯	100	134	110	95	100	61	600
248	超级班基拉斯	100	164	150	95	120	71	700
249	洛奇亚	106	90	130	90	154	110	680
250	凤王	106	130	90	110	154	90	680
251	时拉比	100	100	100	100	100	100	600
252	木守宫	40	45	35	65	55	70	310
253	森林蜥蜴	50	65	45	85	65	95	405
254	蜥蜴王	70	85	65	105	85	120	530
254	超级蜥蜴王	70	110	75	145	85	145	630
255	火稚鸡	45	60	40	70	50	45	310
256	力壮鸡	60	85	60	85	60	55	405
257	火焰鸡	80	120	70	110	70	80	530
257	超级火焰鸡	80	160	80	130	80	100	630
258	水跃鱼	50	70	50	50	50	40	310
259	沼跃鱼	70	85	70	60	70	50	405
260	巨沼怪	100	110	90	85	90	60	535
260	超级巨沼怪	100	150	110	95	110	70	635
261	土狼犬	35	55	35	30	30	35	220
262	大狼犬	70	90	70	60	60	70	420
263	蛇纹熊	38	30	41	30	41	60	240
264	直冲熊	78	70	61	50	61	100	420
265	刺尾虫	45	45	35	20	30	20	195
266	甲壳茧	50	35	55	25	25	15	205
267	狩猎凤蝶	60	70	50	100	50	65	395
268	盾甲茧	50	35	55	25	25	15	205
269	毒粉蛾	60	50	70	50	90	65	385
270	莲叶童子	40	30	30	40	50	30	220
271	莲帽小童	60	50	50	60	70	50	340
272	乐天河童	80	70	70	90	100	70	480
273	橡实果	40	40	50	30	30	30	220
274	长鼻叶	70	70	40	60	40	60	340
275	狡猾天狗	90	100	60	90	60	80	480
276	傲骨燕	40	55	30	30	30	85	270
277	大王燕	60	85	60	75	50	125	455
278	长翅鸥	40	30	30	55	30	85	270
279	大嘴鸥	60	50	100	95	70	65	440
280	拉鲁拉丝	28	25	25	45	35	40	198
281	奇鲁莉安	38	35	35	65	55	50	278
282	沙奈朵	68	65	65	125	115	80	518
282	超级沙奈朵	68	85	65	165	135	100	618
283	溜溜糖球	40	30	32	50	52	65	269
284	雨翅蛾	70	60	62	100	82	80	454
285	蘑蘑菇	60	40	60	40	60	35	295
286	斗笠菇	60	130	80	60	60	70	460
287	懒人獭	60	60	60	35	35	30	280
288	过动猿	80	80	80	55	55	90	440
289	请假王	150	160	100	95	65	100	670
290	土居忍士	31	45	90	30	30	40	266
291	铁面忍者	61	90	45	50	50	160	456
292	脱壳忍者	1	90	45	30	30	40	236
293	咕妞妞	64	51	23	51	23	28	240
294	吼爆弹	84	71	43	71	43	48	360
295	爆音怪	104	91	63	91	73	68	490
296	幕下力士	72	60	30	20	30	25	237
297	铁掌力士	144	120	60	40	60	50	474
298	露力丽	50	20	40	20	40	20	190
299	朝北鼻	30	45	135	45	90	30	375
300	向尾喵	50	45	45	35	35	50	260
301	优雅猫	70	65	65	55	55	90	400
302	勾魂眼	50	75	75	65	65	50	380
302	超级勾魂眼	50	85	125	85	115	20	480
303	大嘴娃	50	85	85	55	55	50	380
303	超级大嘴娃	50	105	125	55	95	50	480
304	可可多拉	50	70	100	40	40	30	330
305	可多拉	60	90	140	50	50	40	430
306	波士可多拉	70	110	180	60	60	50	530
306	超级波士可多拉	70	140	230	60	80	50	630
307	玛沙那	30	40	55	40	55	60	280
308	恰雷姆	60	60	75	60	75	80	410
308	超级恰雷姆	60	100	85	80	85	100	510
309	落雷兽	40	45	40	65	40	65	295
310	雷电兽	70	75	60	105	60	105	475
310	超级雷电兽	70	75	80	135	80	135	575
311	正电拍拍	60	50	40	85	75	95	405
312	负电拍拍	60	40	50	75	85	95	405
313	电萤虫	65	73	75	47	85	85	430
314	甜甜萤	65	47	75	73	85	85	430
315	毒蔷薇	50	60	45	100	80	65	400
316	溶食兽	70	43	53	43	53	40	302
317	吞食兽	100	73	83	73	83	55	467
318	利牙鱼	45	90	20	65	20	65	305
319	巨牙鲨	70	120	40	95	40	95	460
319	超级巨牙鲨	70	140	70	110	65	105	560
320	吼吼鲸	130	70	35	70	35	60	400
321	吼鲸王	170	90	45	90	45	60	500
322	呆火驼	60	60	40	65	45	35	305
323	喷火驼	70	100	70	105	75	40	460
323	超级喷火驼	70	120	100	145	105	20	560
324	煤炭龟	70	85	140	85	70	20	470
325	跳跳猪	60	25	35	70	80	60	330
326	噗噗猪	80	45	65	90	110	80	470
327	晃晃斑	60	60	60	60	60	60	360
328	大颚蚁	45	100	45	45	45	10	290
329	超音波幼虫	50	70	50	50	50	70	340
330	沙漠蜻蜓	80	100	80	80	80	100	520
331	刺球仙人掌	50	85	40	85	40	35	335
332	梦歌仙人掌	70	115	60	115	60	55	475
333	青绵鸟	45	40	60	40	75	50	310
334	七夕青鸟	75	70	90	70	105	80	490
334	超级七夕青鸟	75	110	110	110	105	80	590
335	猫鼬斩	73	115	60	60	60	90	458
336	饭匙蛇	73	100	60	100	60	65	458
337	月石	90	55	65	95	85	70	460
338	太阳岩	90	95	85	55	65	70	460
339	泥泥鳅	50	48	43	46	41	60	288
340	鲶鱼王	110	78	73	76	71	60	468
341	龙虾小兵	43	80	65	50	35	35	308
342	铁螯龙虾	63	120	85	90	55	55	468
343	天秤偶	40	40	55	40	70	55	300
344	念力土偶	60	70	105	70	120	75	500
345	触手百合	66	41	77	61	87	23	355
346	摇篮百合	86	81	97	81	107	43	495
347	太古羽虫	45	95	50	40	50	75	355
348	太古盔甲	75	125	100	70	80	45	495
349	丑丑鱼	20	15	20	10	55	80	200
350	美纳斯	95	60	79	100	125	81	540
351	飘浮泡泡	70	70	70	70	70	70	420
352	变隐龙	60	90	70	60	120	40	440
353	怨影娃娃	44	75	35	63	33	45	295
354	诅咒娃娃	64	115	65	83	63	65	455
354	超级诅咒娃娃	64	165	75	93	83	75	555
355	夜巡灵	20	40	90	30	90	25	295
356	彷徨夜灵	40	70	130	60	130	25	455
357	热带龙	99	68	83	72	87	51	460
358	风铃铃	75	50	80	95	90	65	455
359	阿勃梭鲁	65	130	60	75	60	75	465
359	超级阿勃梭鲁	65	150	60	115	60	115	565
360	小果然	95	23	48	23	48	23	260
361	雪童子	50	50	50	50	50	50	300
362	冰鬼护	80	80	80	80	80	80	480
362	超级冰鬼护	80	120	80	120	80	100	580
363	海豹球	70	40	50	55	50	25	290
364	海魔狮	90	60	70	75	70	45	410
365	帝牙海狮	110	80	90	95	90	65	530
366	珍珠贝	35	64	85	74	55	32	345
367	猎斑鱼	55	104	105	94	75	52	485
368	樱花鱼	55	84	105	114	75	52	485
369	古空棘鱼	100	90	130	45	65	55	485
370	爱心鱼	43	30	55	40	65	97	330
371	宝贝龙	45	75	60	40	30	50	300
372	甲壳龙	65	95	100	60	50	50	420
373	暴飞龙	95	135	80	110	80	100	600
373	超级暴飞龙	95	145	130	120	90	120	700
374	铁哑铃	40	55	80	35	60	30	300
375	金属怪	60	75	100	55	80	50	420
376	巨金怪	80	135	130	95	90	70	600
376	超级巨金怪	80	145	150	105	110	110	700
377	雷吉洛克	80	100	200	50	100	50	580
378	雷吉艾斯	80	50	100	100	200	50	580
379	雷吉斯奇鲁	80	75	150	75	150	50	580
380	拉帝亚斯	80	80	90	110	130	110	600
380	超级拉帝亚斯	80	100	120	140	150	110	700
381	拉帝欧斯	80	90	80	130	110	110	600
381	超级拉帝欧斯	80	130	100	160	120	110	700
382	盖欧卡	100	100	90	150	140	90	670
382	原始盖欧卡	100	150	90	180	160	90	770
383	固拉多	100	150	140	100	90	90	670
383	原始固拉多	100	180	160	150	90	90	770
384	烈空坐	105	150	90	150	90	95	680
384	超级烈空坐	105	180	100	180	100	115	780
385	基拉祈	100	100	100	100	100	100	600
386	普通形态代欧奇希斯	50	150	50	150	50	150	600
386	攻击代欧奇希斯	50	180	20	180	20	150	600
386	防御代欧奇希斯	50	70	160	70	160	90	600
386	速度代欧奇希斯	50	95	90	95	90	180	600
387	草苗龟	55	68	64	45	55	31	318
388	树林龟	75	89	85	55	65	36	405
389	土台龟	95	109	105	75	85	56	525
390	小火焰猴	44	58	44	58	44	61	309
391	猛火猴	64	78	52	78	52	81	405
392	烈焰猴	76	104	71	104	71	108	534
393	波加曼	53	51	53	61	56	40	314
394	波皇子	64	66	68	81	76	50	405
395	帝王拿波	84	86	88	111	101	60	530
396	姆克儿	40	55	30	30	30	60	245
397	姆克鸟	55	75	50	40	40	80	340
398	姆克鹰	85	120	70	50	60	100	485
399	大牙狸	59	45	40	35	40	31	250
400	大尾狸	79	85	60	55	60	71	410
401	圆法师	37	25	41	25	41	25	194
402	音箱蟀	77	85	51	55	51	65	384
403	小猫怪	45	65	34	40	34	45	263
404	勒克猫	60	85	49	60	49	60	363
405	伦琴猫	80	120	79	95	79	70	523
406	含羞苞	40	30	35	50	70	55	280
407	罗丝雷朵	60	70	65	125	105	90	515
408	头盖龙	67	125	40	30	30	58	350
409	战槌龙	97	165	60	65	50	58	495
410	盾甲龙	30	42	118	42	88	30	350
411	护城龙	60	52	168	47	138	30	495
412	结草儿	40	29	45	29	45	36	224
413	草木结草贵妇	60	59	85	79	105	36	424
413	砂土结草贵妇	60	79	105	59	85	36	424
413	垃圾结草贵妇	60	69	95	69	95	36	424
414	绅士蛾	70	94	50	94	50	66	424
415	三蜜蜂	30	30	42	30	42	70	244
416	蜂女王	70	80	102	80	102	40	474
417	帕奇利兹	60	45	70	45	90	95	405
418	泳圈鼬	55	65	35	60	30	85	330
419	浮潜鼬	85	105	55	85	50	115	495
420	樱花宝	45	35	45	62	53	35	275
421	樱花儿	70	60	70	87	78	85	450
422	无壳海兔	76	48	48	57	62	34	325
423	海兔兽	111	83	68	92	82	39	475
424	双尾怪手	75	100	66	60	66	115	482
425	飘飘球	90	50	34	60	44	70	348
426	随风球	150	80	44	90	54	80	498
427	卷卷耳	55	66	44	44	56	85	350
428	长耳兔	65	76	84	54	96	105	480
428	超级长耳兔	65	136	94	54	96	135	580
429	梦妖魔	60	60	60	105	105	105	495
430	乌鸦头头	100	125	52	105	52	71	505
431	魅力喵	49	55	42	42	37	85	310
432	东施喵	71	82	64	64	59	112	452
433	铃铛响	45	30	50	65	50	45	285
434	臭鼬噗	63	63	47	41	41	74	329
435	坦克臭鼬	103	93	67	71	61	84	479
436	铜镜怪	57	24	86	24	86	23	300
437	青铜钟	67	89	116	79	116	33	500
438	盆才怪	50	80	95	10	45	10	290
439	魔尼尼	20	25	45	70	90	60	310
440	小福蛋	100	5	5	15	65	30	220
441	聒噪鸟	76	65	45	92	42	91	411
442	花岩怪	50	92	108	92	108	35	485
443	圆陆鲨	58	70	45	40	45	42	300
444	尖牙陆鲨	68	90	65	50	55	82	410
445	烈咬陆鲨	108	130	95	80	85	102	600
445	超级烈咬陆鲨	108	170	115	120	95	92	700
446	小卡比兽	135	85	40	40	85	5	390
447	利欧路	40	70	40	35	40	60	285
448	路卡利欧	70	110	70	115	70	90	525
448	超级路卡利欧	70	145	88	140	70	112	625
449	沙河马	68	72	78	38	42	32	330
450	河马兽	108	112	118	68	72	47	525
451	钳尾蝎	40	50	90	30	55	65	330
452	龙王蝎	70	90	110	60	75	95	500
453	不良蛙	48	61	40	61	40	50	300
454	毒骷蛙	83	106	65	86	65	85	490
455	尖牙笼	74	100	72	90	72	46	454
456	荧光鱼	49	49	56	49	61	66	330
457	霓虹鱼	69	69	76	69	86	91	460
458	小球飞鱼	45	20	50	60	120	50	345
459	雪笠怪	60	62	50	62	60	40	334
460	暴雪王	90	92	75	92	85	60	494
460	超级暴雪王	90	132	105	132	105	30	594
461	玛狃拉	70	120	65	45	85	125	510
462	自爆磁怪	70	70	115	130	90	60	535
463	大舌舔	110	85	95	80	95	50	515
464	超甲狂犀	115	140	130	55	55	40	535
465	巨蔓藤	100	100	125	110	50	50	535
466	电击魔兽	75	123	67	95	85	95	540
467	鸭嘴炎兽	75	95	67	125	95	83	540
468	波克基斯	85	50	95	120	115	80	545
469	远古巨蜓	86	76	86	116	56	95	515
470	叶伊布	65	110	130	60	65	95	525
471	冰伊布	65	60	110	130	95	65	525
472	天蝎王	75	95	125	45	75	95	510
473	象牙猪	110	130	80	70	60	80	530
474	多边兽Ｚ	85	80	70	135	75	90	535
475	艾路雷朵	68	125	65	65	115	80	518
475	超级艾路雷朵	68	165	95	65	115	110	618
476	大朝北鼻	60	55	145	75	150	40	525
477	黑夜魔灵	45	100	135	65	135	45	525
478	雪妖女	70	80	70	80	70	110	480
479	洛托姆	50	50	77	95	77	91	440
479	加热洛托姆	50	65	107	105	107	86	520
479	旋转洛托姆	50	65	107	105	107	86	520
479	结霜洛托姆	50	65	107	105	107	86	520
479	冲洗洛托姆	50	65	107	105	107	86	520
479	切割洛托姆	50	65	107	105	107	86	520
480	由克希	75	75	130	75	130	95	580
481	艾姆利多	80	105	105	105	105	80	580
482	亚克诺姆	75	125	70	125	70	115	580
483	帝牙卢卡	100	120	120	150	100	90	680
484	帕路奇亚	90	120	100	150	120	100	680
485	席多蓝恩	91	90	106	130	106	77	600
486	雷吉奇卡斯	110	160	110	80	110	100	670
487	别种骑拉帝纳	150	100	120	100	120	90	680
487	起源骑拉帝纳	150	120	100	120	100	90	680
488	克雷色利亚	120	70	120	75	130	85	600
489	霏欧纳	80	80	80	80	80	80	480
490	玛纳霏	100	100	100	100	100	100	600
491	达克莱伊	70	90	90	135	90	125	600
492	陆上谢米	100	100	100	100	100	100	600
492	天空谢米	100	103	75	120	75	127	600
493	阿尔宙斯	120	120	120	120	120	120	720
494	比克提尼	100	100	100	100	100	100	600
495	藤藤蛇	45	45	55	45	55	63	308
496	青藤蛇	60	60	75	60	75	83	413
497	君主蛇	75	75	95	75	95	113	528
498	暖暖猪	65	63	45	45	45	45	308
499	炒炒猪	90	93	55	70	55	55	418
500	炎武王	110	123	65	100	65	65	528
501	水水獭	55	55	45	63	45	45	308
502	双刃丸	75	75	60	83	60	60	413
503	大剑鬼	95	100	85	108	70	70	528
504	探探鼠	45	55	39	35	39	42	255
505	步哨鼠	60	85	69	60	69	77	420
506	小约克	45	60	45	25	45	55	275
507	哈约克	65	80	65	35	65	60	370
508	长毛狗	85	110	90	45	90	80	500
509	扒手猫	41	50	37	50	37	66	281
510	酷豹	64	88	50	88	50	106	446
511	花椰猴	50	53	48	53	48	64	316
512	花椰猿	75	98	63	98	63	101	498
513	爆香猴	50	53	48	53	48	64	316
514	爆香猿	75	98	63	98	63	101	498
515	冷水猴	50	53	48	53	48	64	316
516	冷水猿	75	98	63	98	63	101	498
517	食梦梦	76	25	45	67	55	24	292
518	梦梦蚀	116	55	85	107	95	29	487
519	豆豆鸽	50	55	50	36	30	43	264
520	咕咕鸽	62	77	62	50	42	65	358
521	高傲雉鸡	80	115	80	65	55	93	488
522	斑斑马	45	60	32	50	32	76	295
523	雷电斑马	75	100	63	80	63	116	497
524	石丸子	55	75	85	25	25	15	280
525	地幔岩	70	105	105	50	40	20	390
526	庞岩怪	85	135	130	60	80	25	515
